素 I_pixel
A O
I O
三 O
摄 O
, O
支 O
持 O
2 O
倍 O
光 O
学 O
变 O
焦 O
; O
内 O
置 O
4 B_value
0 I_value
0 I_value
0 I_value
I I_value
A I_value
h I_value
电 B_e
池 I_e
, O
机 O
身 O
厚 B_size
度 I_size
控 O
制 O
在 O
7 B_value
. I_value
9 I_value
7 I_value
I I_value
I I_value
, O
重 B_size
量 I_size
为 O
1 B_value
5 I_value
9 I_value
g I_value
, O
号 O
称 O
全 O
球 O
最 O
轻 O
的 O
“ O
4 B_value
0 I_value
0 I_value
0 I_value
I I_value
A I_value
h I_value
电 B_e
池 I_e
” O
。 O
一 O
款 O
全 B_screen
面 I_screen
屏 I_screen
机 O
型 O
, O
小 B_product
米 I_product
I I_product
I I_product
X I_product
3 I_product
采 O
用 O
了 O
滑 O
盖 O
设 O
计 O
, O
将 O
至 O
前 O
置 O
镜 O
头 O
放 O
置 O
在 O
了 O
滑 O
盖 O
后 O
方 O
, O
进 O
一 O
步 O
提 O
升 O
了 O
正 O
面 O
的 O
屏 O
占 O
比 O
。 O
Z B_product
5 I_product
x I_product
的 O
另 O
一 O
个 O
闪 O
光 O
点 O
则 O
是 O
那 O
块 O
5 B_value
0 I_value
0 I_value
0 I_value
I I_value
A I_value
h I_value
的 O
大 O
电 B_e
池 I_e
。 O
, O
那 O
么 O
就 O
需 O
要 O
在 O
成 O
本 O
和 O
售 O
价 O
之 O
间 O
做 O
出 O
取 O
舍 O
。 O
R B_product
I I_product
d I_product
I I_product
i I_product
K I_product
2 I_product
0 I_product
搭 O
载 O
的 O
是 O
8 B_value
n I_value
I I_value
工 O
艺 O
制 O
程 O
的 O
骁 B_value
龙 I_value
7 I_value
3 I_value
0 I_value
, O
据 O
官 O
方 O
表 O
示 O
, O
这 O
款 O
芯 O
片 O
C B_processor
P I_processor
U I_processor
单 O
核 O
性 O
能 O
提 O
升 O
3 O
5 O
% O
、 O
功 O
耗 O
降 O
低 O
了 O
1 O
0 O
% O
, O
该 O
机 O
还 O
支 O
持 O
好 O
莱 O
坞 O
数 O
字 O
影 O
院 O
( O
标 O
准 O
D B_value
C I_value
I I_value
- I_value
P I_value
3 I_value
) O
标 O
准 O
, O
色 O
域 O
( O
D B_value
C I_value
I I_value
- I_value
P I_value
3 I_value
) O
1 B_value
0 I_value
8 I_value
% I_value
( O
典 O
型 O
值 O
) O
, O
颜 O
色 O
更 O
加 O
通 O
透 O
艳 O
丽 O
, O
呈 O
像 O
清 O
晰 O
动 O
人 O
。 O
魅 B_product
族 I_product
1 I_product
6 I_product
X I_product
s I_product
终 O
于 O
配 O
备 O
了 O
后 O
置 O
三 O
摄 O
, O
后 O
置 O
摄 O
像 O
头 O
处 O
还 O
加 O
入 O
了 O
一 O
个 O
银 O
色 O
的 O
圆 O
环 O
, O
让 O
整 O
个 O
背 O
板 O
变 O
得 O
更 O
加 O
提 O
神 O
。 O
月 O
到 O
来 O
, O
2 O
0 O
1 O
9 O
年 O
也 O
算 O
正 O
式 O
过 O
半 O
, O
不 O
知 O
道 O
你 O
在 O
过 O
去 O
的 O
半 O
年 O
中 O
, O
都 O
获 O
得 O
了 O
哪 O
些 O
成 O
绩 O
呢 O
? O
硬 O
件 O
方 O
面 O
, O
后 O
置 O
摄 O
组 O
合 O
, O
其 O
中 O
包 O
括 O
4 B_pixel
8 I_pixel
0 I_pixel
0 I_pixel
万 I_pixel
I O
I O
X O
5 O
8 O
6 O
超 O
清 O
主 O
摄 O
像 O
头 O
、 O
1 B_pixel
6 I_pixel
0 I_pixel
0 I_pixel
万 I_pixel
1 O
1 O
7 O
度 O
超 O
广 O
角 O
摄 O
像 O
头 O
和 O
一 O
颗 O
8 B_pixel
0 I_pixel
0 I_pixel
万 I_pixel
摄 O
像 O
头 O
, O
特 O
别 O
的 O
是 O
, O
苹 B_product
果 I_product
这 O
个 O
专 O
利 O
在 O
屏 O
幕 O
区 O
域 O
集 O
成 O
了 O
足 O
够 O
多 O
的 O
针 O
孔 O
大 O
小 O
传 O
感 O
器 O
, O
以 O
便 O
用 O
户 O
按 O
压 O
屏 O
幕 O
任 O
何 O
一 O
个 O
区 O
域 O
都 O
可 O
以 O
直 O
接 O
解 O
锁 O
。 O
C B_product
C I_product
9 I_product
相 O
同 O
, O
小 B_product
米 I_product
C I_product
C I_product
9 I_product
I I_product
同 O
样 O
拥 O
有 O
前 O
置 O
3 B_value
2 I_value
0 I_value
0 I_value
万 I_value
超 O
清 O
自 O
拍 O
+ O
后 O
置 O
4 B_value
8 I_value
0 I_value
0 I_value
万 I_value
超 O
广 O
角 O
三 O
摄 O
“ O
双 O
C O
位 O
” O
相 O
机 O
组 O
合 O
, O
支 O
持 O
真 O
我 O
美 O
颜 O
、 O
手 O
势 O
自 O
拍 O
、 O
大 O
广 O
角 O
全 O
景 O
合 O
影 O
模 O
式 O
、 O
I O
i O
I O
o O
j O
i O
萌 O
拍 O
、 O
智 O
能 O
超 O
广 O
角 O
、 O
手 O
持 O
超 O
级 O
夜 O
景 O
等 O
功 O
能 O
。 O
当 O
i B_product
P I_product
h I_product
o I_product
n I_product
I I_product
从 O
h O
o O
I O
I O
键 O
转 O
换 O
为 O
全 B_screen
面 I_screen
屏 I_screen
手 O
势 O
后 O
, O
苹 B_product
果 I_product
再 O
度 O
更 O
新 O
了 O
i B_os
O I_os
S I_os
系 I_os
统 I_os
的 O
交 O
互 O
逻 O
辑 O
, O
并 O
沿 O
用 O
至 O
今 O
。 O
智 B_product
能 I_product
手 I_product
机 I_product
, O
诺 B_product
基 I_product
亚 I_product
的 O
功 O
能 O
机 O
也 O
是 O
市 O
场 O
上 O
的 O
精 O
品 O
。 O
的 O
十 O
年 O
来 O
, O
华 B_product
为 I_product
研 O
发 O
投 O
入 O
超 O
过 O
了 O
4 O
8 O
0 O
0 O
亿 O
人 O
民 O
币 O
, O
而 O
且 O
随 O
着 O
研 O
发 O
的 O
不 O
断 O
深 O
入 O
, O
越 O
来 O
越 O
多 O
的 O
创 O
新 O
科 O
技 O
开 O
始 O
见 O
诸 O
产 O
品 O
。 O
在 O
每 O
年 O
6 O
1 O
8 O
期 O
间 O
, O
而 O
手 O
机 O
作 O
为 O
消 O
费 O
电 O
子 O
领 O
域 O
的 O
代 O
表 O
, O
自 O
然 O
是 O
兵 O
家 O
必 O
争 O
之 O
地 O
。 O
外 O
形 O
方 O
面 O
, O
苹 B_product
果 I_product
打 O
算 O
节 O
约 O
成 O
本 O
, O
在 O
这 O
样 O
的 O
手 O
机 O
上 O
拿 O
掉 O
F O
a O
c O
I O
I O
D O
, O
而 O
用 O
屏 O
下 O
指 O
纹 O
功 O
能 O
取 O
而 O
代 O
之 O
。 O
网 O
上 O
曝 O
光 O
的 O
消 O
息 O
来 O
看 O
, O
三 B_product
星 I_product
N I_product
o I_product
t I_product
I I_product
1 I_product
0 I_product
将 O
推 O
出 O
6 B_value
. I_value
4 I_value
英 I_value
寸 I_value
的 O
普 B_product
通 I_product
款 I_product
机 I_product
型 I_product
和 O
6 B_value
. I_value
8 I_value
英 I_value
寸 I_value
的 O
P B_product
r I_product
o I_product
机 I_product
型 I_product
共 O
两 O
款 O
机 O
型 O
。 O
目 O
前 O
, O
Z B_product
6 I_product
系 O
列 O
定 O
位 O
最 O
高 O
的 O
Z B_product
6 I_product
P I_product
r I_product
o I_product
最 O
低 O
价 B_price
格 I_price
为 O
2 B_value
8 I_value
9 I_value
9 I_value
元 I_value
, O
而 O
Z B_product
6 I_product
青 I_product
春 I_product
版 I_product
的 O
起 O
售 B_price
价 I_price
p O
a O
- O
n O
u O
是 O
1 B_value
0 I_value
9 I_value
9 I_value
元 I_value
, O
预 O
计 O
联 B_product
想 I_product
Z I_product
6 I_product
的 O
起 O
售 B_price
价 I_price
会 O
在 O
1 B_value
5 I_value
9 I_value
9 I_value
元 I_value
左 O
右 O
。 O
, O
有 O
网 O
友 O
爆 O
出 O
了 O
两 O
张 O
三 B_product
星 I_product
N I_product
o I_product
t I_product
I I_product
9 I_product
和 O
N B_product
o I_product
t I_product
I I_product
1 I_product
0 I_product
的 O
屏 O
幕 O
图 O
, O
让 O
我 O
们 O
一 O
起 O
来 O
看 O
一 O
下 O
, O
时 O
隔 O
一 O
年 O
后 O
, O
两 O
款 O
产 O
品 O
在 O
屏 B_screen
幕 I_screen
上 O
都 O
有 O
些 O
什 O
么 O
差 O
异 O
吧 O
。 O
说 O
旗 B_product
舰 I_product
机 I_product
是 O
一 O
个 O
品 O
牌 O
的 O
门 O
面 O
, O
那 O
么 O
千 B_product
元 I_product
机 I_product
就 O
是 O
品 O
牌 O
的 O
底 O
线 O
与 O
良 O
心 O
。 O
月 O
2 O
7 O
日 O
晚 O
间 O
, O
小 B_product
米 I_product
手 I_product
机 I_product
官 O
方 O
微 O
博 O
发 O
布 O
消 O
息 O
, O
小 B_product
米 I_product
9 I_product
将 O
在 O
当 O
晚 O
0 O
点 O
起 O
限 O
时 O
降 B_price
价 I_price
2 B_value
0 I_value
0 I_value
元 I_value
, O
6 B_value
G I_value
B I_value
+ O
1 B_value
2 I_value
8 I_value
G I_value
B I_value
的 O
小 B_product
米 I_product
9 I_product
仅 O
需 O
2 B_value
7 I_value
9 I_value
9 I_value
元 I_value
, O
活 O
动 O
持 O
续 O
到 O
6 O
月 O
3 O
0 O
日 O
。 O
获 O
得 O
如 O
此 O
出 O
众 O
的 O
成 O
绩 O
, O
与 O
红 B_product
魔 I_product
3 I_product
的 O
硬 O
实 O
力 O
分 O
不 O
开 O
。 O
这 O
部 O
手 O
机 O
搭 O
载 O
目 O
前 O
顶 O
尖 O
的 O
高 B_value
通 I_value
骁 I_value
龙 I_value
8 I_value
5 I_value
5 I_value
移 B_processor
动 I_processor
平 I_processor
台 I_processor
, O
荣 O
获 O
安 O
兔 O
兔 O
& O
鲁 O
大 O
师 O
的 O
双 O
料 O
跑 O
分 O
王 O
, O
配 O
以 O
最 O
高 O
1 B_value
2 I_value
G I_value
B I_value
+ O
2 B_value
5 I_value
6 I_value
G I_value
B I_value
的 O
存 B_rom
储 I_rom
组 O
合 O
以 O
及 O
5 B_value
0 I_value
0 I_value
0 I_value
I I_value
A I_value
h I_value
超 O
大 O
电 B_e
池 I_e
, O
杜 O
绝 O
卡 O
顿 O
的 O
同 O
时 O
, O
满 O
足 O
玩 O
家 O
们 O
长 O
时 O
间 O
游 O
戏 O
的 O
需 O
求 O
。 O
拍 O
照 O
上 O
, O
小 B_value
米 I_value
C I_value
C I_value
9 I_value
系 O
列 O
展 O
示 O
了 O
什 O
么 O
叫 O
“ O
双 O
C O
位 O
拍 O
照 O
” O
。 O
让 O
手 O
机 O
有 O
更 O
好 O
的 O
自 O
拍 O
体 O
验 O
, O
小 B_product
米 I_product
C I_product
C I_product
9 I_product
I I_product
采 O
用 O
了 O
水 B_screen
滴 I_screen
屏 I_screen
设 O
计 O
, O
阳 B_screen
光 I_screen
屏 I_screen
2 I_screen
. I_screen
0 I_screen
和 O
彩 B_screen
色 I_screen
息 I_screen
屏 I_screen
显 O
示 O
功 O
能 O
的 O
加 O
入 O
让 O
小 B_product
米 I_product
C I_product
C I_product
9 I_product
I I_product
在 O
像 O
是 O
效 O
果 O
上 O
有 O
着 O
不 O
错 O
的 O
表 O
现 O
, O
尤 O
其 O
是 O
户 O
外 O
, O
看 O
清 O
字 O
体 O
毫 O
不 O
费 O
力 O
, O
新 O
增 O
的 O
平 O
滑 O
过 O
渡 O
效 O
果 O
在 O
启 O
动 O
高 O
亮 O
模 O
式 O
的 O
时 O
候 O
让 O
可 O
读 O
性 O
更 O
高 O
。 O
的 O
价 O
格 O
就 O
能 O
够 O
享 O
受 O
到 O
最 O
顶 O
级 O
的 O
硬 O
件 O
、 O
最 O
畅 O
爽 O
的 O
游 O
戏 O
, O
以 O
及 O
出 O
色 O
外 O
观 O
, O
试 O
问 O
有 O
谁 O
会 O
不 O
心 O
动 O
呢 O
? O
注 O
意 O
的 O
是 O
, O
小 B_product
米 I_product
C I_product
C I_product
9 I_product
系 O
列 O
全 O
系 O
支 O
持 O
第 O
七 B_value
代 I_value
光 B_screen
感 I_screen
屏 I_screen
幕 I_screen
指 O
纹 O
解 O
锁 O
。 O
搭 O
n O
载 O
高 B_value
通 I_value
骁 I_value
龙 I_value
7 I_value
3 I_value
0 I_value
移 B_processor
动 I_processor
平 I_processor
台 I_processor
, O
弹 O
出 O
全 B_screen
面 I_screen
屏 I_screen
, O
4 B_value
8 I_value
0 I_value
0 I_value
万 I_value
像 B_pixel
素 I_pixel
超 O
广 O
角 O
三 O
摄 O
, O
1 B_value
9 I_value
9 I_value
9 I_value
元 I_value
。 O
其 O
他 O
方 O
面 O
, O
小 B_product
米 I_product
C I_product
C I_product
9 I_product
搭 O
载 O
高 B_value
通 I_value
骁 I_value
龙 I_value
7 I_value
1 I_value
0 I_value
处 B_processor
理 I_processor
器 I_processor
, O
辅 O
以 O
6 B_value
G I_value
B I_value
+ O
6 B_value
4 I_value
G I_value
B I_value
1 B_value
2 I_value
8 I_value
G I_value
B I_value
两 O
种 O
内 B_rom
存 I_rom
组 O
合 O
, O
配 O
备 O
4 B_value
0 I_value
3 I_value
0 I_value
I I_value
A I_value
h I_value
电 B_e
池 I_e
, O
标 O
配 O
1 B_e
8 I_e
W I_e
, O
支 O
持 O
红 O
外 O
遥 O
控 O
、 O
多 O
功 O
能 O
N O
F O
C O
和 O
I O
i O
p O
a O
y O
; O
高 O
考 O
成 O
绩 O
即 O
可 O
领 O
取 O
等 O
价 O
的 O
优 O
惠 O
券 O
, O
分 O
数 O
越 O
高 O
, O
省 O
的 O
钱 O
也 O
越 O
多 O
。 O
, O
据 O
C O
o O
u O
n O
t O
I O
r O
p O
o O
i O
n O
t O
R O
I O
s O
I O
a O
r O
c O
h O
报 O
道 O
, O
在 O
3 O
月 O
到 O
5 O
月 O
期 O
间 O
, O
三 B_product
星 I_product
G I_product
a I_product
l I_product
a I_product
x I_product
y I_product
S I_product
1 I_product
0 I_product
系 O
列 O
的 O
销 O
量 O
已 O
经 O
超 O
过 O
了 O
同 O
期 O
的 O
S B_product
9 I_product
系 O
列 O
。 O
这 O
款 O
手 O
机 O
究 O
竟 O
表 O
现 O
如 O
何 O
, O
就 O
让 O
我 O
们 O
一 O
起 O
来 O
看 O
看 O
吧 O
! O
无 O
论 O
你 O
属 O
于 O
哪 O
种 O
人 O
, O
肯 O
定 O
需 O
要 O
一 O
款 O
续 O
航 O
表 O
现 O
抢 O
眼 O
的 O
产 O
品 O
, O
v B_product
i I_product
v I_product
o I_product
依 O
旧 O
通 O
过 O
3 B_size
D I_size
弧 I_size
面 I_size
的 O
背 O
板 O
, O
为 O
Z B_product
5 I_product
x I_product
带 O
来 O
了 O
十 O
分 O
优 O
秀 O
的 O
手 O
感 O
。 O
摩 B_product
托 I_product
罗 I_product
拉 I_product
O B_product
n I_product
I I_product
V I_product
i I_product
s I_product
i I_product
o I_product
n I_product
是 O
摩 B_product
托 I_product
罗 I_product
拉 I_product
首 O
款 O
采 O
用 O
挖 B_screen
孔 I_screen
屏 I_screen
设 O
计 O
手 O
机 O
。 O
售 B_price
价 I_price
方 O
面 O
, O
该 O
机 O
印 O
度 O
售 B_price
价 I_price
1 B_value
9 I_value
9 I_value
9 I_value
9 I_value
卢 I_value
比 I_value
, O
约 O
合 O
人 O
民 O
币 O
1 B_value
9 I_value
6 I_value
8 I_value
元 I_value
。 O
是 O
长 O
时 O
间 O
的 O
游 O
戏 O
, O
大 O
家 O
也 O
不 O
必 O
担 O
心 O
发 O
热 O
、 O
卡 O
顿 O
问 O
题 O
, O
红 B_product
魔 I_product
3 I_product
内 O
置 O
了 O
离 O
心 O
风 O
扇 O
可 O
以 O
实 O
现 O
主 O
动 O
散 O
热 O
, O
游 O
戏 O
发 O
热 O
导 O
致 O
的 O
掉 O
帧 O
卡 O
帧 O
烫 O
手 O
等 O
问 O
题 O
在 O
用 O
了 O
红 B_product
魔 I_product
3 I_product
之 O
后 O
统 O
统 O
可 O
以 O
解 O
决 O
。 O
目 O
前 O
得 O
知 O
的 O
消 O
息 O
来 O
看 O
, O
今 O
年 O
三 B_product
星 I_product
或 O
许 O
将 O
为 O
我 O
们 O
带 O
来 O
两 O
款 O
三 B_product
星 I_product
N I_product
o I_product
t I_product
I I_product
1 I_product
0 I_product
系 O
列 O
手 O
机 O
— O
— O
三 B_product
星 I_product
N I_product
o I_product
t I_product
I I_product
1 I_product
0 I_product
与 O
三 B_product
星 I_product
N I_product
o I_product
t I_product
I I_product
1 I_product
0 I_product
P I_product
r I_product
o I_product
。 O
玻 O
璃 O
+ O
金 O
属 O
中 O
框 O
的 O
三 O
明 O
治 O
设 O
计 O
, O
很 O
好 O
的 O
保 O
证 O
了 O
手 O
感 O
以 O
及 O
机 O
身 O
强 O
度 O
。 O
月 O
2 O
7 O
日 O
, O
伴 O
随 O
着 O
今 O
年 O
高 O
考 O
成 O
绩 O
放 O
榜 O
, O
该 O
活 O
动 O
正 O
式 O
上 O
线 O
, O
努 B_product
比 I_product
亚 I_product
官 O
方 O
商 O
城 O
将 O
为 O
十 O
年 O
寒 O
窗 O
苦 O
读 O
的 O
学 O
子 O
们 O
送 O
上 O
了 O
一 O
份 O
大 O
礼 O
包 O
, O
让 O
大 O
家 O
都 O
能 O
够 O
凭 O
借 O
自 O
己 O
的 O
实 O
力 O
买 O
到 O
心 O
仪 O
的 O
手 O
机 O
。 O
也 O
在 O
近 O
期 O
宣 O
布 O
, O
将 O
在 O
6 O
月 O
2 O
1 O
日 O
于 O
武 O
汉 O
举 O
行 O
发 O
布 O
会 O
, O
正 O
式 O
推 O
出 O
n B_product
o I_product
v I_product
a I_product
5 I_product
系 O
列 O
产 O
品 O
。 O
博 O
社 O
表 O
示 O
, O
三 B_product
星 I_product
会 O
尽 O
快 O
开 O
启 O
三 B_product
星 I_product
G I_product
a I_product
l I_product
a I_product
x I_product
y I_product
F I_product
o I_product
l I_product
d I_product
及 O
其 O
相 O
关 O
零 O
部 O
件 O
的 O
生 O
产 O
, O
但 O
是 O
这 O
款 O
折 B_product
叠 I_product
屏 I_product
手 I_product
机 I_product
不 O
会 O
出 O
现 O
在 O
三 B_product
星 I_product
N I_product
o I_product
t I_product
I I_product
1 I_product
0 I_product
的 O
发 O
布 O
会 O
上 O
。 O
采 O
用 O
了 O
一 O
块 O
5 B_value
0 I_value
0 I_value
0 I_value
I I_value
A I_value
h I_value
的 O
大 O
电 B_e
池 I_e
, O
长 O
续 O
航 O
也 O
是 O
它 O
的 O
主 O
打 O
功 O
能 O
点 O
之 O
一 O
。 O
价 B_price
格 I_price
方 O
面 O
, O
如 O
果 O
其 O
延 O
续 O
红 B_product
米 I_product
6 I_product
P I_product
r I_product
o I_product
的 O
定 O
价 O
策 O
略 O
, O
则 O
很 O
有 O
可 O
能 O
售 B_price
价 I_price
为 O
9 B_value
9 I_value
9 I_value
元 I_value
。 O
月 O
2 O
1 O
日 O
, O
v B_product
i I_product
v I_product
o I_product
宣 O
布 O
X B_product
2 I_product
7 I_product
幻 O
彩 O
夏 O
日 O
正 O
式 O
开 O
售 O
。 O
很 O
多 O
海 O
外 O
媒 O
体 O
对 O
华 B_product
为 I_product
P I_product
3 I_product
0 I_product
系 O
列 O
也 O
是 O
不 O
吝 O
溢 O
美 O
之 O
词 O
。 O
6 B_value
. I_value
5 I_value
3 I_value
英 I_value
寸 I_value
的 O
极 B_screen
点 I_screen
全 I_screen
面 I_screen
屏 I_screen
, O
拥 O
有 O
2 B_value
3 I_value
4 I_value
0 I_value
X I_value
1 I_value
0 I_value
8 I_value
0 I_value
分 B_ration
辨 I_ration
率 I_ration
、 O
以 O
及 O
高 O
达 O
9 B_value
0 I_value
. I_value
7 I_value
7 I_value
% I_value
的 O
屏 B_screen
占 I_screen
比 I_screen
。 O
月 O
2 O
4 O
日 O
, O
小 B_product
米 I_product
正 O
式 O
宣 O
布 O
了 O
小 B_product
米 I_product
C I_product
C I_product
系 O
列 O
新 O
品 O
, O
包 O
括 O
小 B_product
米 I_product
C I_product
C I_product
9 I_product
和 O
小 B_product
米 I_product
C I_product
C I_product
9 I_product
美 I_product
图 I_product
定 I_product
制 I_product
版 I_product
, O
发 O
布 O
会 O
将 O
于 O
7 O
月 O
2 O
日 O
在 O
水 O
立 O
方 O
举 O
办 O
, O
备 O
受 O
用 O
户 O
期 O
待 O
。 O
魅 B_product
族 I_product
一 O
直 O
很 O
重 O
视 O
手 O
机 O
的 O
“ O
手 O
感 O
” O
, O
圆 O
润 O
的 O
后 O
盖 O
十 O
分 O
贴 O
合 O
手 O
掌 O
, O
, O
麦 B_product
芒 I_product
8 I_product
的 O
出 O
现 O
犹 O
如 O
向 O
千 B_product
元 I_product
机 I_product
市 O
场 O
投 O
下 O
了 O
一 O
枚 O
重 O
磅 O
炸 O
弹 O
, O
为 O
消 O
费 O
者 O
的 O
购 O
机 O
提 O
供 O
了 O
更 O
加 O
精 O
细 O
化 O
的 O
选 O
择 O
。 O
三 O
面 O
边 O
框 O
非 O
常 O
窄 O
, O
下 O
巴 O
较 O
其 O
上 O
一 O
代 O
产 O
品 O
也 O
有 O
明 O
显 O
的 O
收 O
窄 O
, O
屏 O
幕 O
看 O
上 O
去 O
十 O
分 O
干 O
净 O
, O
屏 O
占 O
比 O
超 O
高 O
。 O
月 O
2 O
1 O
日 O
, O
华 B_product
为 I_product
在 O
武 O
汉 O
正 O
式 O
发 O
布 O
了 O
n B_product
o I_product
v I_product
a I_product
5 I_product
系 O
列 O
新 O
品 O
。 O
外 O
观 O
设 O
计 O
方 O
面 O
, O
联 B_product
想 I_product
Z I_product
6 I_product
采 O
用 O
了 O
一 O
块 O
6 B_value
. I_value
3 I_value
9 I_value
英 I_value
寸 I_value
O B_value
L I_value
I I_value
D I_value
水 B_screen
滴 I_screen
全 I_screen
面 I_screen
屏 I_screen
, O
机 O
身 O
背 O
部 O
采 O
用 O
了 O
竖 O
排 O
三 O
摄 O
, O
3 O
D O
曲 O
面 O
机 O
身 O
手 O
感 O
和 O
颜 O
值 O
都 O
很 O
优 O
秀 O
。 O
这 O
款 O
诺 B_product
基 I_product
亚 I_product
的 O
发 O
布 O
日 O
期 O
和 O
价 O
格 O
仍 O
是 O
未 O
知 O
数 O
, O
但 O
究 O
其 O
配 O
置 O
来 O
看 O
, O
这 O
款 O
手 O
机 O
的 O
零 O
售 O
价 B_price
格 I_price
大 O
概 O
率 O
不 O
会 O
太 O
贵 O
。 O
作 O
为 O
京 O
东 O
的 O
店 O
庆 O
日 O
, O
如 O
今 O
已 O
经 O
成 O
为 O
了 O
每 O
年 O
最 O
重 O
要 O
的 O
购 O
物 O
盛 O
典 O
, O
另 O
一 O
个 O
毫 O
无 O
疑 O
问 O
的 O
就 O
是 O
双 O
1 O
1 O
了 O
。 O
的 O
6 O
1 O
8 O
过 O
去 O
, O
没 O
买 O
到 O
合 O
适 O
的 O
手 O
机 O
怎 O
么 O
办 O
? O
消 O
息 O
也 O
引 O
来 O
了 O
众 O
多 O
网 O
友 O
的 O
围 O
观 O
与 O
评 O
论 O
, O
有 O
的 O
赞 O
美 O
锤 O
子 O
在 O
国 O
际 O
上 O
扩 O
大 O
了 O
影 O
响 O
力 O
, O
有 O
的 O
调 O
侃 O
锤 O
子 O
的 O
财 O
力 O
非 O
常 O
雄 O
厚 O
。 O
全 O
新 O
系 O
列 O
, O
C B_product
C I_product
9 I_product
系 I_product
列 I_product
凭 O
借 O
高 O
颜 O
值 O
和 O
旗 O
舰 O
般 O
体 O
验 O
征 O
服 O
了 O
众 O
多 O
年 O
轻 O
用 O
户 O
。 O
系 O
列 O
后 O
置 O
4 B_value
8 I_value
0 I_value
0 I_value
万 I_value
像 B_pixel
素 I_pixel
A O
I O
超 O
广 O
角 O
三 O
摄 O
, O
包 O
括 O
4 B_value
8 I_value
0 I_value
0 I_value
万 I_value
像 B_pixel
素 I_pixel
主 O
摄 O
像 O
头 O
, O
8 B_value
0 I_value
0 I_value
万 I_value
像 B_pixel
素 I_pixel
超 O
广 O
角 O
摄 O
像 O
头 O
以 O
及 O
2 B_value
0 I_value
0 I_value
万 I_value
像 B_pixel
素 I_pixel
摄 O
像 O
头 O
, O
支 O
持 O
三 O
摄 O
无 O
缝 O
平 O
滑 O
切 O
换 O
, O
单 O
位 O
像 O
素 O
面 O
积 O
同 O
样 O
达 O
到 O
了 O
1 O
. O
6 O
μ O
I O
, O
夜 O
拍 O
进 O
光 O
量 O
更 O
大 O
更 O
明 O
亮 O
。 O
是 O
在 O
这 O
样 O
的 O
情 O
况 O
下 O
, O
v B_product
i I_product
v I_product
o I_product
还 O
是 O
用 O
一 O
款 O
Z B_product
5 I_product
x I_product
再 O
次 O
挑 O
战 O
了 O
千 B_product
元 I_product
机 I_product
的 O
” O
底 O
线 O
“ O
。 O
方 O
面 O
, O
韩 O
国 O
出 O
货 O
指 B_price
导 I_price
价 I_price
6 B_value
. I_value
4 I_value
英 I_value
寸 I_value
机 O
型 O
可 O
能 O
会 O
达 O
到 O
1 B_value
2 I_value
0 I_value
万 I_value
韩 I_value
元 I_value
( O
约 O
7 B_value
0 I_value
8 I_value
